"u,N,18,0","v,N,18,0","key,N,18,0","osmid,C,80","oneway,N,9,0","lanes,C,80","name,C,80","highway,C,80","maxspeed,C,80","length,N,24,15","from,N,18,0","to,N,18,0","ref,C,80","bridge,C,80","tunnel,C,80","junction,C,80","access,C,80"
4031865334,393867121,0,439190607,1,2,Avenida Manuel Olguin,secondary,60,62.355,4031865334,393867121,,,,,
393867121,6302716440,0,465977763,1,5,Avenida Javier Prado Este,motorway,60,182.728,393867121,6302716440,,,,,
393867121,393867304,0,465977763,1,5,Avenida Javier Prado Este,motorway,60,13.599,393867304,393867121,,,,,
393867268,4372737013,0,34334993,1,2,Avenida Manuel Olguin,tertiary,60,87.294,393867268,4372737013,,,,,
393867268,6294974582,0,34334993,1,2,Avenida Manuel Olguin,tertiary,60,145.865,6294974582,393867268,,,,,
393867273,419484652,0,35893572,0,,Isabelita,residential,,12.525,419484652,393867273,,,,,
393867273,4353165249,0,437503243,1,2,Avenida Manuel Olguin,secondary,60,127.01,393867273,4353165249,,,,,
419484652,4366990650,0,439190607,1,2,Avenida Manuel Olguin,secondary,60,52.183,419484652,4366990650,,,,,
419484652,4367138808,0,1029037314,0,,Isabelita,living_street,,13.751,4367138808,419484652,,,,,
419484652,4366990649,0,35893571,0,,V?¡a L?íctea,residential,40,51.387,4366990649,419484652,,,,,
393867304,4353191873,0,439075985,1,3,Avenida Manuel Olguin,secondary,60,62.151,393867304,4353191873,,,,,
410467331,4352904685,0,34997044,1,3,Avenida de Tom?ís Marsano,primary,60,18.937,410467331,4352904685,,,,,
410467331,410467344,0,"[34997000, 439909518]",1,"['2', '1']",Tr?®bol Atocongo,motorway_link,60,196.428,410467331,410467344,,,,,
4352904685,1414370615,0,"[439909516, 34997044]",1,3,"['Avenida de Tom?ís Marsano', 'Avenida Santiago de Surco']",primary,60,181.162,4352904685,1414370615,,,,,
4352904685,1414370615,1,437476887,1,2,Avenida Santiago de Surco,primary_link,60,182.785,4352904685,1414370615,,,,,
410467344,410467345,0,439772331,1,3,Avenida Panamericana Sur,motorway_link,60,127.128,410467344,410467345,,,,,
410467344,410467575,0,34997037,1,2,Avenida Panamericana Sur,motorway_link,60,119.68,410467575,410467344,,,,,
410467345,410467381,0,321054779,1,2,Avenida Panamericana Sur,motorway_link,60,144.21,410467345,410467381,,,,,
410467345,410467361,0,332186947,1,2,Tr?®bol Atocongo,motorway_link,60,306.396,410467345,410467361,,,,,
410467381,410467598,0,"[26406792, 321054780]",1,4,Avenida Panamericana Sur,motorway,"['70', '80']",571.29,410467598,410467381,PE-1S,,,,
410467575,3952964342,0,34997016,1,2,Salida Tom?ís Manzano,motorway_link,60,202.554,410467575,3952964342,,,,,
410467575,410467598,0,34997037,1,2,Avenida Panamericana Sur,motorway_link,60,182.135,410467598,410467575,,,,,
3952964342,1414370611,0,392011363,1,1,,motorway_link,30,39.127,3952964342,1414370611,,,,,
3952964342,5581455138,0,34997016,1,2,Salida Tom?ís Manzano,motorway_link,60,89.503,3952964342,5581455138,,,,,
410467576,1414370605,0,326249725,1,1,Avenida Santiago de Surco,primary,40,16.804,410467576,1414370605,,,,,
410467576,1414370615,0,439909516,1,3,Avenida Santiago de Surco,primary,60,40.514,1414370615,410467576,,,,,
410467576,5581455138,0,34997016,1,2,Salida Tom?ís Manzano,motorway_link,60,19.43,5581455138,410467576,,,,,
1414370605,1414370601,0,583816734,1,2,Avenida Santiago de Surco,primary,40,73.141,1414370605,1414370601,,,,,
1414370605,1414370607,0,913218835,1,2,Avenida Santiago de Surco,tertiary,40,28.281,1414370607,1414370605,,,,,
410490358,442760161,0,319786284,1,2,Avenida Santiago de Surco,primary,40,106.053,442760161,410490358,,,,,
411309447,2011554173,0,427848236,0,2,Jir??n Oscar Chocano,residential,,96.52,2011554173,411309447,,,,,
411309447,2146224959,0,35069336,0,2,Jir??n Enrique Le??n Garc?¡a,residential,,137.426,2146224959,411309447,,,,,
411309447,1273661562,0,35339004,0,2,Jir??n Oscar Chocano,residential,,112.08,1273661562,411309447,,,,,
2011554173,414231223,0,427848236,0,2,Jir??n Oscar Chocano,residential,,104.342,414231223,2011554173,,,,,
2011554173,4540617701,0,438606935,0,2,La Venturosa,residential,,48.268,4540617701,2011554173,,,,,
2146224959,2011554168,0,35069336,0,2,Jir??n Enrique Le??n Garc?¡a,residential,,129.392,2011554168,2146224959,,,,,
2146224959,2146224917,0,204629376,0,,Calle Pedro Jimenez Guzman,residential,,69.961,2146224917,2146224959,,,,,
1273661562,1273980028,0,35339004,0,2,Jir??n Oscar Chocano,residential,,53.38,1273980028,1273661562,,,,,
1273661562,1273715651,0,35069338,0,2,Jir??n Manuel Vicente Villar?ín,residential,,203.895,1273715651,1273661562,,,,,
411309452,791370836,0,35069338,0,2,Jir??n Manuel Vicente Villar?ín,residential,,64.303,791370836,411309452,,,,,
411309452,2146243530,0,111917343,0,2,Jir??n Ricardo Aicardi,residential,,163.425,2146243530,411309452,,,,,
411309452,2011554168,0,35069336,0,2,Jir??n Enrique Le??n Garc?¡a,residential,,173.007,2011554168,411309452,,,,,
411309452,1273715651,0,35069338,0,2,Jir??n Manuel Vicente Villar?ín,residential,,78.797,1273715651,411309452,,,,,
791370836,1273466418,0,35339017,0,2,Jir??n Navarra,residential,,54.53,1273466418,791370836,,,,,
2146243530,414231240,0,111917343,0,2,Jir??n Ricardo Aicardi,residential,,155.387,414231240,2146243530,,,,,
2011554168,1273897836,0,111895969,0,2,Jir??n Ernesto Diez Canseco,residential,,69.126,1273897836,2011554168,,,,,
1273715651,2146245191,0,111923494,0,2,Jir??n Grimaldo Reategui,residential,,87.296,2146245191,1273715651,,,,,
411309879,2011554158,0,426842415,0,2,Palma de Mallorca,residential,,60.034,2011554158,411309879,,,,,
2011554158,2011554156,0,438913887,1,2,Jir??n Villa Carrillo,residential,,25.29,2011554158,2011554156,,,,,
2011554158,2146224920,0,"[559147541, 204629373, 426840141]",1,2,Jir??n Villa Carrillo,residential,,149.657,2146224920,2011554158,,,,,
411309881,3454253848,0,890490845,0,2,Jir??n M?ílaga,residential,,65.276,3454253848,411309881,,,,,
411309881,2146230781,0,204629936,0,2,Calle Segovia,residential,,221.85,2146230781,411309881,,,,,
3454253848,1273963267,0,890490845,0,2,Jir??n M?ílaga,residential,,66.523,1273963267,3454253848,,,,,
3454253848,3454253854,0,338350650,0,2,Calle ?üvila,residential,,205.23,3454253854,3454253848,,,,,
2146230781,3454253854,0,35338997,1,2,Jir??n El Cadiz,residential,35,46.789,2146230781,3454253854,,,,,
2146230781,414231224,0,35338997,1,2,Jir??n El Cadiz,residential,35,68.664,414231224,2146230781,,,,,
1757027038,1757027025,0,111928855,0,2,Calle Meridiano,residential,,50.877,1757027025,1757027038,,,,,
1757027038,5391032336,0,111943372,0,2,Alameda del Roc?¡o,residential,,161.563,5391032336,1757027038,,,,,
411672095,1724989798,0,809221211,1,2,Avenida La Fontana,secondary,50,6.904,411672095,1724989798,,,,,
414231157,1752714510,0,111893405,1,,Avenida Los Precursores,tertiary,50,73.647,414231157,1752714510,,,,,
414231157,1273790691,0,430202595,0,,Calle Monte Real,residential,,91.595,1273790691,414231157,,,,,
414231157,4365029986,0,"[111945426, 111893405]",1,2,Avenida Los Precursores,tertiary,"['40', '50']",117.388,4365029986,414231157,,,,,
1752714510,1273804290,0,111893405,1,,Avenida Los Precursores,tertiary,50,63.14,1752714510,1273804290,,,,,
1752714510,414231300,0,428274849,0,,Avenida Monte Umbroso,residential,,74.664,414231300,1752714510,,,,,
1752714510,4365029978,0,428274849,0,,Avenida Monte Umbroso,residential,,11.115,4365029978,1752714510,,,,,
1273790691,6042913553,0,641722310,0,,,residential,,163.751,6042913553,1273790691,,,,,
1273790691,414231158,0,430202595,0,,Calle Monte Real,residential,,60.225,414231158,1273790691,,,,,
414231158,414231295,0,35338994,0,,Conde de La Vega,residential,,311.732,414231295,414231158,,,,,
414231158,1273768622,0,437461454,0,,Jir??n Monte Real,residential,40,85.359,1273768622,414231158,,,,,
414231295,1273678298,0,428273628,0,,Jir??n Monte Flor,residential,,77.115,1273678298,414231295,,,,,
414231295,414231294,0,428273628,0,,Jir??n Monte Flor,residential,,107.503,414231294,414231295,,,,,
1273768622,4353114690,0,111908053,1,2,Avenida del Sur,tertiary,40,128.123,4353114690,1273768622,,,,,
4363576090,3454169795,0,439102456,0,,Jir??n Monte Real,residential,40,68.338,3454169795,4363576090,,,,,
4363576090,4363576094,0,438647953,1,,,residential,,23.565,4363576094,4363576090,,,,,
414231162,4365007381,0,338339966,0,,Monte Flor,residential,,4.672,4365007381,414231162,,,,,
414231162,3975072475,0,394510037,1,,,residential,30,58.829,414231162,3975072475,,,,,
414231162,414231294,0,428273629,0,,Monte Flor,residential,30,208.9,414231294,414231162,,,,,
4365007381,1752714520,0,394510969,1,,,residential,30,43.854,4365007381,1752714520,,,,,
4365007381,3975077282,0,438850969,1,,Monte Flor,residential,30,14.646,3975077282,4365007381,,,,,
3975072475,1273751067,0,111969731,1,1,Avenida Los Precursores,tertiary,40,65.946,3975072475,1273751067,,,,,
3975072475,1752714520,0,111969731,1,1,Avenida Los Precursores,tertiary,40,39.639,1752714520,3975072475,,,,,
414231294,414231283,0,428273631,0,,Monte Umbroso,residential,,101.162,414231283,414231294,,,,,
414231163,1273633760,0,35339027,0,,Calle Monte Carlo,residential,,23.589,1273633760,414231163,,,,,
414231163,1273895867,0,111951362,1,2,Avenida De la Floresta,tertiary,40,192.424,414231163,1273895867,,,,,
414231163,414231172,0,111951362,1,2,Avenida De la Floresta,tertiary,40,94.663,414231172,414231163,,,,,
1273633760,1838387072,0,111898812,1,2,Avenida De la Floresta,tertiary,40,94.866,1273633760,1838387072,,,,,
1273633760,3196468365,0,654077475,0,,Calle Monte Carlo,residential,,94.685,3196468365,1273633760,,,,,
1273633760,1273973418,0,111898812,1,2,Avenida De la Floresta,tertiary,40,212.003,1273973418,1273633760,,,,,
1273895867,414231171,0,111951362,1,2,Avenida De la Floresta,tertiary,40,20.854,1273895867,414231171,,,,,
1273895867,414231180,0,428273627,0,2,Jir??n Monte Cruz,residential,,59.734,414231180,1273895867,,,,,
3454168488,4363576094,0,338340640,1,,Monte Flor,residential,,133.002,3454168488,4363576094,,,,,
4170786658,1273678298,0,428273628,0,,Jir??n Monte Flor,residential,,11.498,1273678298,4170786658,,,,,
4170786658,4170786663,0,416304139,1,2,Avenida del Sur,tertiary,40,206.409,4170786658,4170786663,,,,,
4170786658,4353114691,0,416304139,1,2,Avenida del Sur,tertiary,40,176.59,4353114691,4170786658,,,,,
414231167,414231173,0,438850967,0,,Jir??n Monte Carmelo,residential,40,95.107,414231173,414231167,,,,,
414231167,1273456888,0,"[35339010, 35339021]",1,,"['Calle Monte Sierpe', 'Jir??n Monte Blanco']",residential,30,208.125,1273456888,414231167,,,,,
414231173,1838387072,0,35338995,0,,Calle Monte Mayor,residential,,215.873,1838387072,414231173,,,,,
414231170,414231179,0,111965471,0,2,Calle Monte Cruz,residential,,13.679,414231179,414231170,,,,,
414231179,4269214008,0,35339016,0,2,Calle Montelimar,residential,,46.652,4269214008,414231179,,,,,
414231179,4269214002,0,111965471,0,2,Calle Monte Cruz,residential,,43.595,4269214002,414231179,,,,,
414231171,1273973418,0,428273632,0,,Calle Monte Umbroso,residential,,23.39,1273973418,414231171,,,,,
414231171,1838133748,0,111951362,1,2,Avenida De la Floresta,tertiary,40,51.629,414231171,1838133748,,,,,
1273973418,414231187,0,428273632,0,,Calle Monte Umbroso,residential,,219.196,414231187,1273973418,,,,,
1273973418,414231181,0,111898812,1,2,Avenida De la Floresta,tertiary,40,46.625,414231181,1273973418,,,,,
1838133748,414231181,0,35339000,1,2,Calle Mariel,residential,40,25.552,1838133748,414231181,,,,,
1838133748,1838133753,0,111951362,1,2,Avenida De la Floresta,tertiary,40,68.512,1838133748,1838133753,,,,,
414231172,1838387072,0,35338995,0,,Calle Monte Mayor,residential,,23.721,1838387072,414231172,,,,,
414231172,1273883446,0,111951362,1,2,Avenida De la Floresta,tertiary,40,187.693,1273883446,414231172,,,,,
1838387072,1273731638,0,111898812,1,2,Avenida De la Floresta,tertiary,40,187.781,1838387072,1273731638,,,,,
414231177,1839163938,0,437484110,1,2,Avenida Caminos del Inca,secondary,50,54.172,414231177,1839163938,,,,,
1839163938,3454210197,0,111968267,0,2,Jir??n Ca????n del Pato,residential,30,84.04,3454210197,1839163938,,,,,
414231178,4396923035,0,428273633,0,2,Montelimar,residential,,14.403,4396923035,414231178,,,,,
414231178,414231180,0,428273633,0,2,Montelimar,residential,,68.965,414231180,414231178,,,,,
414231178,4269214008,0,35339016,0,2,Calle Montelimar,residential,,68.27,4269214008,414231178,,,,,
414231180,4269214002,0,"[428273627, 111965471]",0,2,"['Jir??n Monte Cruz', 'Calle Monte Cruz']",residential,,111.98,4269214002,414231180,,,,,
4269214008,4269214002,0,427734948,0,1,,residential,,51.334,4269214002,4269214008,,,,,
414231181,414231197,0,111898812,1,2,Avenida De la Floresta,tertiary,40,60.039,414231197,414231181,,,,,
3401294050,3401294051,0,333015284,0,,Jir??n Amapola,residential,,63.796,3401294051,3401294050,,,,,
3401294050,414231196,0,35339012,0,2,Jir??n Montemar,residential,,120.956,414231196,3401294050,,,,,
3401294052,3401294051,0,333015285,0,,Calle Silvana,residential,,113.222,3401294051,3401294052,,,,,
3401294052,1273978216,0,439102452,0,,Jir??n Monte Carmelo,residential,,83.483,1273978216,3401294052,,,,,
1273844278,1757042233,0,111958572,0,2,Calle Monte Lunar,residential,40,61.667,1757042233,1273844278,,,,,
3232454758,1757042233,0,337602597,1,2,Avenida Caminos del Inca,secondary,50,49.619,3232454758,1757042233,,,,,
414231196,1838133753,0,428273605,0,2,Jir??n La Ni??a,residential,,111.075,1838133753,414231196,,,,,
414231187,3196468369,0,438850967,0,,Jir??n Monte Carmelo,residential,40,118.848,3196468369,414231187,,,,,
414231187,414231188,0,438850967,0,,Jir??n Monte Carmelo,residential,40,82.577,414231188,414231187,,,,,
3196468369,3196468365,0,"[428273626, 313640182]",1,,Calle Monte Alegre,residential,,211.089,3196468365,3196468369,,,,,
414231188,414231197,0,35339026,0,,Jir??n La Ni??a,residential,,173.349,414231197,414231188,,,,,
414231197,1838133753,0,428273605,0,2,Jir??n La Ni??a,residential,,25.033,1838133753,414231197,,,,,
1273456888,1273731638,0,643463357,0,,Jir??n Monterrey,residential,35,90.929,1273731638,1273456888,,,,,
1273978216,5446017596,0,111951362,1,2,Avenida De la Floresta,tertiary,40,75.426,1273978216,5446017596,,,,,
1273978216,1838133755,0,111951362,1,2,Avenida De la Floresta,tertiary,40,111.72,1838133755,1273978216,,,,,
1838133753,1838133755,0,111951362,1,2,Avenida De la Floresta,tertiary,40,64.747,1838133753,1838133755,,,,,
442761704,4067049941,0,320743564,1,3,Avenida Ayacucho,secondary,40,45.8,442761704,4067049941,,,,,
414231206,1753954523,0,35339020,1,2,Avenida Ayacucho,secondary,50,58.461,414231206,1753954523,,,,,
414231206,1839133799,0,111890044,0,2,Jir??n Do??a Virginia,residential,,79.385,1839133799,414231206,,,,,
414231206,4067049989,0,35339020,1,2,Avenida Ayacucho,secondary,50,61.002,4067049989,414231206,,,,,
1753954523,1753954526,0,111894092,1,2,Calle Do??a Rosa,residential,40,66.435,1753954526,1753954523,,,,,
1839133799,5020738907,0,111890044,0,2,Jir??n Do??a Virginia,residential,,73.407,5020738907,1839133799,,,,,
1839133799,3215280045,0,315412330,0,2,Calle Do??a Mar?¡a,residential,,170.84,3215280045,1839133799,,,,,
414231223,2011554171,0,35339007,0,2,Jir??n Galeano,residential,30,62.67,2011554171,414231223,,,,,
2011554171,1273982990,0,35339007,0,2,Jir??n Galeano,residential,30,51.553,1273982990,2011554171,,,,,
2011554171,4540617701,0,190515311,1,2,Calle Osc??n,residential,,97.249,4540617701,2011554171,,,,,
1273691943,1757042196,0,111883864,0,,Jir??n Bartolome Herrera,residential,40,50.24,1757042196,1273691943,,,,,
1273691943,1273722572,0,558913356,0,,,residential,,78.008,1273722572,1273691943,,,,,
414231229,2011554157,0,35338999,0,2,Jir??n General Alvaro Obregon,residential,,118.388,2011554157,414231229,,,,,
414231229,1273484953,0,"[426840137, 35339017]",0,2,Jir??n Navarra,residential,,128.679,1273484953,414231229,,,,,
414231229,4396923072,0,426840137,0,2,Jir??n Navarra,residential,,62.538,4396923072,414231229,,,,,
2011554157,791370806,0,35338999,0,2,Jir??n General Alvaro Obregon,residential,,55.508,791370806,2011554157,,,,,
2011554157,2011554159,0,190515329,0,2,Jir??n Chimu Capac,residential,,61.847,2011554159,2011554157,,,,,
1273484953,1273622565,0,111921292,0,2,Jir??n La Venturosa,residential,,48.114,1273622565,1273484953,,,,,
1273484953,515503707,0,35339017,0,2,Jir??n Navarra,residential,,63.162,515503707,1273484953,,,,,
4396923072,2011554156,0,111918469,1,2,Avenida Valles del Sur,tertiary,40,74.347,4396923072,2011554156,,,,,
4396923072,414231230,0,111918469,1,2,Avenida Valles del Sur,tertiary,40,198.164,414231230,4396923072,,,,,
414231230,4267546595,0,35339007,0,2,Jir??n Galeano,residential,30,13.897,4267546595,414231230,,,,,
414231230,791370806,0,35339007,0,2,Jir??n Galeano,residential,30,65.061,791370806,414231230,,,,,
414231230,2011554155,0,"[111918469, 438466366]",1,2,Avenida Valles del Sur,tertiary,40,164.526,2011554155,414231230,,,,,
4267546595,4267546591,0,427550241,1,2,Avenida Valles del Sur,tertiary,40,161.514,4267546595,4267546591,,,,,
4267546595,3454291229,0,427550241,1,2,Avenida Valles del Sur,tertiary,40,53.843,3454291229,4267546595,,,,,
791370806,414231247,0,35338999,0,2,Jir??n General Alvaro Obregon,residential,,50.701,414231247,791370806,,,,,
791370806,1273811852,0,35339007,0,2,Jir??n Galeano,residential,30,234.363,1273811852,791370806,,,,,
414231232,414231233,0,35338999,0,2,Jir??n General Alvaro Obregon,residential,,55.185,414231233,414231232,,,,,
414231232,2011554155,0,438893711,1,3,Avenida Aviaci??n,primary,60,51.499,414231232,2011554155,,,,,
414231232,791370797,0,438893711,1,3,Avenida Aviaci??n,primary,60,263.343,791370797,414231232,,,,,
414231233,414231247,0,35338999,0,2,Jir??n General Alvaro Obregon,residential,,80.412,414231247,414231233,,,,,
414231233,3777377069,0,35339022,0,2,Jir??n Preciados,residential,,40.068,3777377069,414231233,,,,,
2011554155,4267546591,0,438893711,1,3,Avenida Aviaci??n,primary,60,11.521,2011554155,4267546591,,,,,
2011554155,1273706925,0,438466366,1,2,Avenida Valles del Sur,tertiary,40,31.005,1273706925,2011554155,,,,,
414231247,4396923099,0,35339014,0,2,Jir??n Augosto Salazar Bondy,residential,,50.467,4396923099,414231247,,,,,
3777377069,3777377070,0,374361015,0,2,Calle Henraud Leger,residential,,49.552,3777377070,3777377069,,,,,
3777377069,1273817215,0,35339022,0,2,Jir??n Preciados,residential,,114.835,1273817215,3777377069,,,,,
4396923064,5393459600,0,111910068,0,2,Jir??n Asturias,residential,,100.89,5393459600,4396923064,,,,,
4396923064,1273736091,0,111910068,0,2,Jir??n Asturias,residential,,218.576,1273736091,4396923064,,,,,
414231240,6129477129,0,35339004,0,2,Jir??n Oscar Chocano,residential,,62.36,6129477129,414231240,,,,,
414231240,5391032333,0,111923494,0,2,Jir??n Grimaldo Reategui,residential,,79.341,5391032333,414231240,,,,,
